,database,scenario,fuelOrTech,2016,2021,2026,2031,2036,2041,2046,2051,2056,2061
0,A.sqlite,solve,BIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,A.sqlite,solve,COAL_TAXED,26505.339976759857,14885.20208690817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,A.sqlite,solve,DSL_TAXED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,A.sqlite,solve,ELC_CENTRAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,A.sqlite,solve,ELC_DIST,0.0,0.0,0.0,0.0,0.0,173.55778308629064,398.64009087446766,668.9214118984426,1058.2046019686468,1450.5466611604375
5,A.sqlite,solve,HYDRO,2423.0605108273394,2361.104300499996,2271.6180173728508,2247.444091797956,2194.3035948109987,2170.6563550698584,2120.175523918362,2069.694692766866,2044.454277191118,2044.4542771911179
6,A.sqlite,solve,MSW_LF_TAXED,11.774933276086605,11.038994058831188,11.038994058831188,9.089204238660248,9.444459088111117,10.548367913994243,10.180398305366534,8.046193545325835,0.0,0.0
7,A.sqlite,solve,NATGAS_TAXED,61943.449994221424,67122.39885647553,85711.88192412493,96923.98643131691,107986.25757313886,103428.90584965968,102116.68492697101,101335.2379664571,98722.12116064443,99101.9856416149
8,A.sqlite,solve,NUCLEAR,29696.661134868395,29638.04896815484,29638.048968154846,29290.64471787694,29396.676079072862,29566.41180143087,29563.155579206035,29559.899356981216,29553.38688475378,29546.36177363705
9,A.sqlite,solve,OIL_TAXED,577.89164212898,371.5135033416553,307.9924946908385,8.736345284766854,8.742003618104714,0.0,0.0,0.0,0.0,0.0
10,A.sqlite,solve,SOLAR,907.3517365897702,15594.14930464477,23564.961051632527,27402.15489990507,32564.662773571177,38448.58733622278,41347.37427453902,43725.0413623578,47939.632585812826,49121.526397941656
11,A.sqlite,solve,WIND,2.7159444132838675,2.6027791576377797,2.5461965298147358,2.1784094489649504,1.7427275761164016,0.0,0.0,0.0,0.0,0.0
12,B.sqlite,solve,COAL_TAXED,26505.339976759857,15413.83725121997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,B.sqlite,solve,DSL_TAXED,0.0,0.1423691945583398,0.9965570257972456,0.0,3.3292208526633797,1.1389535564667184,0.5840787560228186,0.5840787560228186,0.0,0.0
14,B.sqlite,solve,ELC_CENTRAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,B.sqlite,solve,ELC_DIST,0.0,1621.3706804637632,7418.813822985052,28815.510400774638,39454.05941550466,39705.673117678154,40878.12099353583,42963.41707742629,44334.9268212735,39487.36565658989
16,B.sqlite,solve,HYDRO,2423.0605108273394,2271.6180173728508,2355.5399618844335,1975.4726371359327,1918.2521993123787,1918.2521993123787,1918.2521993123787,1918.2521993123787,1918.2521993123785,1918.2521993123787
17,B.sqlite,solve,MSW_LF_TAXED,11.774933276086605,11.038994058831188,10.303054841575772,9.567115624320353,9.321802551901882,9.321802551901882,9.321802551901882,7.457442161521501,0.0,0.0
18,B.sqlite,solve,NATGAS_TAXED,61943.44999422142,61147.05769388986,73275.68161417605,52950.757017360585,5598.222071145238,5598.222071145238,5253.997968092082,4662.335570396531,4076.4506865944904,2502.737568668857
19,B.sqlite,solve,NUCLEAR,29696.661134868395,29638.048968154842,29566.411801430862,29377.550023502004,29462.212190236398,29462.212190236398,29481.749606918696,29462.2121902364,29462.212190236405,27814.569427807197
20,B.sqlite,solve,OIL_TAXED,577.8916421289799,746.4033541971228,1837.656027750681,0.0,8271.07788168909,8246.989304478155,6034.5024477553825,4604.530773066957,4182.800584924017,988.8864341244431
21,B.sqlite,solve,SOLAR,907.3517365897702,21025.389961961973,35885.65916315577,77224.98669292165,82518.63619568158,84007.11434210844,85704.49638563306,88534.93550334184,90583.3789115083,78960.7545602658
22,B.sqlite,solve,WIND,2.7159444132838675,2.5461965298147358,2.6027791576377797,2.2067007628764723,51485.713496823075,51497.88917730943,54010.72452265293,55062.328897660795,55753.86001432518,74359.34466476523
