,database,scenario,2016,2021,2026,2031,2036,2041,2046,2051,2056,2061
0,A.sqlite,solve,5.976132614475762,6.386024459379434,6.933739819831924,11.22741401253647,11.569675944335344,12.085173237730217,12.590394162050535,13.976517715429301,14.128243284623897,16.247507518470968
1,B.sqlite,solve,5.973468755952279,7.476476613523344,8.715976835501825,13.972002518329901,22.741085841597688,23.94111029548039,25.205551656309208,31.334480202108224,27.879920276904368,30.639607761556757
