,database,scenario,fuelOrTech,2016,2021,2026,2031,2036,2041,2046,2051,2056,2061
0,A.sqlite,solve,BIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,A.sqlite,solve,COAL_TAXED,26505.339982315403,14788.535367386386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,A.sqlite,solve,DSL_TAXED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,A.sqlite,solve,ELC_CENTRAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,A.sqlite,solve,ELC_DIST,0.0,0.0,0.0,0.0,2804.8841883550185,6501.216613534308,9342.360371085,14754.347127914589,15916.097415303993,20498.4544297321
5,A.sqlite,solve,HYDRO,22276.7018650436,22246.13228168581,21613.14072562386,21049.697905728655,21461.679281058245,21443.043311598893,21642.551781202947,19106.134556951583,17950.07215602673,17939.153608795776
6,A.sqlite,solve,MSW_LF_TAXED,11.774933353864387,10.671024519647927,10.671024519647927,8.340550320561327,8.83117646817605,11.038994131053416,9.56711568543147,7.555567439377787,0.0,0.0
7,A.sqlite,solve,NATGAS_TAXED,42119.125644806416,41633.04465386201,59183.04683595754,68784.75659252782,74853.36089179938,79831.53452414292,86965.77412985024,88396.90131710646,95683.94069099166,98680.29121061091
8,A.sqlite,solve,NUCLEAR,29696.661801535105,29608.7433847981,29608.7433847981,29243.714162283864,29375.5651901671,29501.28752360102,29501.28752360102,29498.03130137619,29498.031301376195,29498.031301376206
9,A.sqlite,solve,OIL_TAXED,418.8305670017311,331.5428235874565,246.0843954635342,10.20298778594017,0.0,0.0,0.0,0.0,0.0,0.0
10,A.sqlite,solve,SOLAR,1036.973411162912,21343.07795185225,30839.45627556045,36993.30258487242,47169.00403030742,58264.14840233355,66967.0831979348,84536.37950504574,94106.96706603558,107452.98265649017
11,A.sqlite,solve,WIND,2.7159595346727676,2.3995338927529604,2.2327877815084523,1.261316880731276,1.1595209150942833,0.0,0.0,0.0,0.0,0.0
12,B.sqlite,solve,COAL_TAXED,26505.339982315403,14996.969367553133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,B.sqlite,solve,DSL_TAXED,0.1423691945583398,0.0,0.0,0.0,4.413417695197402,4.413417695197402,5.5523712516641215,4.413417695197403,3.5307341583801435,0.0
14,B.sqlite,solve,ELC_CENTRAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,B.sqlite,solve,ELC_DIST,0.0,8161.796731529437,16870.568672107565,27917.68804122304,62646.69571678403,65767.35813316944,66731.12036171822,62182.02895530118,60368.16254190563,58856.356289243435
16,B.sqlite,solve,HYDRO,22276.7018650436,22276.7018650436,22088.709176004315,22230.669801117885,11138.39552279961,11138.395522799608,11138.395522799607,11138.395522799608,11138.395522799608,11211.588803413719
17,B.sqlite,solve,MSW_LF_TAXED,11.774933353864387,11.774933353864387,11.652276817655151,11.652276817655151,5.887490210265546,5.887490210265546,5.887490210265545,4.709992250990215,0.0,0.0
18,B.sqlite,solve,NATGAS_TAXED,41491.04397763728,28081.537516076343,35124.07839198816,31717.2272614849,0.0,0.0,0.0,0.0,0.0,0.0
19,B.sqlite,solve,NUCLEAR,29696.661801535112,29540.362384743392,29693.405579310278,29498.0313013762,28368.146411583388,28368.1464115834,28368.14641158341,28368.1464115834,28368.146411583395,28202.08010589499
20,B.sqlite,solve,OIL_TAXED,1046.7700711040827,0.0,0.0,0.0,8596.886186313626,8596.886186313624,7096.6082777134,6769.2196986514855,6832.467415368752,5337.902299650877
21,B.sqlite,solve,SOLAR,1036.973411162912,36346.42629441048,57463.722220193195,77919.14460100199,135275.03811687554,133384.49365845762,129159.50918285537,100555.69945497236,83608.81680040929,67202.5319218537
22,B.sqlite,solve,WIND,2.715959534672767,2.715959534672767,2.715959534672768,2.715959534672768,0.7835460022935036,17971.408014377124,39380.81920372685,83039.59640809834,115111.15448653336,148355.8237131291
