,database,scenario,2017,2020,2023,2026,2029,2032,2035,2038,2041,2044,2047,2050
0,A.sqlite,solve,6.841271010893242,6.693942793861788,6.811488021424358,6.984965714143648,7.423640960653951,8.605817394270495,8.745017197491114,9.064530941029565,9.325823337446268,9.664389031600031,10.055484673268374,10.564616207396977
1,B.sqlite,solve,6.8412710095951965,6.848477770903913,7.157674181228464,7.547527781506411,8.077087843716924,10.854996461040336,11.001528691301706,11.222013339943596,11.328062121875378,11.404362813064697,12.524767095482632,11.68403852812648
