,database,scenario,fuelOrTech,2017,2020,2023,2026,2029,2032,2035,2038,2041,2044,2047,2050
0,A.sqlite,solve,BIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,A.sqlite,solve,COAL_TAXED,27001.813354934762,24487.61823903453,8169.632895424587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,A.sqlite,solve,DSL_TAXED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,A.sqlite,solve,ELC_CENTRAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,A.sqlite,solve,ELC_DIST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1315.6980296636696,2980.6310042733944
5,A.sqlite,solve,HYDRO,2423.0605108273394,2355.6495968845215,2306.8800007343943,2271.6180173728508,2271.6180173728508,2246.3155515192752,2182.718573690619,2142.5178378251253,2133.9185255960233,2120.175523918362,2120.175523918362,2094.935108342614
6,A.sqlite,solve,MSW_LF_TAXED,4.906222348369418,4.70179478153921,4.599580998124106,4.599580998124106,4.599580998124106,3.935191405925928,3.935191405925928,3.9351914059259276,3.9351914059259276,4.292939647878793,4.292939647878793,4.241832756171241
7,A.sqlite,solve,NATGAS_TAXED,60712.51312356999,58778.10470174478,75589.74694074968,85856.80550274113,93852.70681286012,99895.30168469429,105616.16203140981,111831.59980404895,113840.15424848933,119066.8861924482,122650.97839164894,124855.4391037737
8,A.sqlite,solve,NUCLEAR,29696.661134868395,29647.817662607096,29638.048968154842,29638.048968154846,29638.04896815484,29382.306356839155,29382.306356839148,29423.1835513163,29449.71510689307,29566.41180143087,29563.15557920604,29563.155579206046
9,A.sqlite,solve,OIL_TAXED,503.8238845586147,230.98661962923376,304.1631235655527,251.39828991222976,247.72616686484758,13.441572510753259,13.441572510753259,0.0,0.0,0.0,0.0,0.0
10,A.sqlite,solve,SOLAR,907.3517365869925,12949.199789831582,18248.709619168418,23566.442739703154,24022.04497524435,28228.360462853863,31859.197800469654,34974.473971561856,42267.16757353491,46256.62384210061,52227.43799469196,59660.66115230528
11,A.sqlite,solve,WIND,2.7159444132838675,2.6027791576377797,2.5461965298147358,2.5461965298147358,2.5461965298147358,2.2067007628764723,2.1784094489649504,2.2067007628764723,2.2067007628764723,0.7921495550781653,0.0,0.0
12,B.sqlite,solve,BIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,B.sqlite,solve,COAL_TAXED,27001.813354934762,26503.28063231372,8502.071706801653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,B.sqlite,solve,DSL_TAXED,0.0,0.1423691945583398,0.1423691945583398,0.9965570257972456,0.0,0.0,4.85509992055075,3.3292208526633793,2.7451420966405604,1.1389535564667186,0.5840787560228186,0.5840787560228186
15,B.sqlite,solve,ELC_CENTRAL,0.0,0.0,0.0,0.0,0.0,0.0,257.9156341081714,257.91563191372694,257.9156319469437,257.915633478477,257.915634728477,0.0
16,B.sqlite,solve,ELC_DIST,0.0,712.6703963201363,3587.808743364692,8031.196675706627,11763.259400799498,42736.103380206696,43915.14604727935,45517.50907337039,46896.350915433744,48573.69581366257,50848.57255072968,52559.81902607843
17,B.sqlite,solve,HYDRO,2423.0605108273394,2285.778396828624,2322.098848524347,2376.7778280125353,2423.0605108273394,1968.7330304638745,1968.7330304638742,1968.7330304638742,1968.7330304638745,1968.7330304638745,1968.7330304638745,1968.7330304638745
18,B.sqlite,solve,MSW_LF_TAXED,4.906222348369418,4.599580998124106,4.70179478153921,4.292939647878793,4.292939647878792,3.98629829763348,3.9862982976334798,3.98629829763348,3.98629829763348,3.98629829763348,3.98629829763348,3.98629829763348
19,B.sqlite,solve,NATGAS_TAXED,60713.26045690392,54095.39482160966,65704.11802478546,72317.85786202093,74421.5994500928,32305.293728622033,26119.235515339802,26002.34985413518,25895.00319293819,25787.1376678519,25277.080481332745,25208.921942389334
20,B.sqlite,solve,NUCLEAR,29696.66113486839,29638.048968154846,29592.4616903406,29566.41180143087,29566.41180143087,29377.550023502004,29481.749606918696,29481.749606918704,29481.749606918696,29481.749606918696,29481.7496069187,29481.7496069187
21,B.sqlite,solve,OIL_TAXED,503.0764448469056,416.1595325440387,1087.408257706038,1622.4020581340335,1218.495992641464,0.0,5752.314798007411,5707.482014915989,5605.135760111891,5471.220301671424,4427.036666480519,4504.010833208763
22,B.sqlite,solve,SOLAR,907.3517365869927,15606.92471887443,27606.98138797448,37139.87722143413,44704.45897818025,95325.29627287132,97816.99022724519,100942.60243467617,103556.29410686172,106868.3989718466,111758.81473330143,114543.6703094738
23,B.sqlite,solve,WIND,2.7159444132838675,2.5461965298147358,2.6027791576377797,2.6027791576377797,2.7159444132838675,8672.444541032399,16044.094552485298,22681.71123557323,29838.32003574293,36378.97402380697,42745.2664064183,49527.6673646218
