,database,scenario,2017,2020,2023,2026,2029,2032,2035,2038,2041,2044,2047,2050
0,A.sqlite,solve,6.90573872541515,7.092373166218171,7.350638010818442,7.703302552755775,8.530783796660042,11.442213363211089,11.648348915625094,11.977423657932256,12.3754938855568,12.757618401761716,13.163101051252271,13.86480322113286
1,B.sqlite,solve,6.905743320035818,7.355482188643795,8.08328460989279,8.796504249152127,9.754231223290304,16.096355118005444,16.65737994291279,17.22070338396948,17.58494427750173,17.883465280702644,19.81822302605745,18.737233119888202
