,database,scenario,fuelOrTech,2017,2020,2023,2026,2029,2032,2035,2038,2041,2044,2047,2050
22,A.sqlite,solve,EX_OIL_TYPE1,503.6993115140706,230.98661962923376,304.03855052100863,251.27371686768566,247.72616686484758,13.441572510753259,13.441572510753259,0.0,0.0,0.0,0.0,0.0
23,A.sqlite,solve,EX_OIL_TYPE2,0.05293213615345682,0.0,0.05293213615345682,0.05293213615345682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,A.sqlite,solve,EX_OIL_TYPE3,0.07164090839064606,0.0,0.07164090839064606,0.07164090839064606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,A.sqlite,solve,EX_SOLPV,907.3517365869925,802.0812145583318,744.0011697896452,668.5147419514785,668.5147419514786,619.6743652457395,586.2394274412136,508.15126960096546,516.7505787745116,164.53796034468596,0.0,0.0
26,A.sqlite,solve,EX_WIND,2.7159444132838675,2.6027791576377797,2.5461965298147358,2.5461965298147358,2.5461965298147358,2.2067007628764723,2.1784094489649504,2.2067007628764723,2.2067007628764723,0.7921495550781653,0.0,0.0
27,B.sqlite,solve,EC_BATT,0.0,0.0,0.0,0.0,0.0,0.0,257.9156341081714,257.91563191372694,257.9156319469437,257.915633478477,257.915634728477,0.0
28,B.sqlite,solve,EC_BIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,B.sqlite,solve,EC_SOLPV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,B.sqlite,solve,EC_WIND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,B.sqlite,solve,ED_BATT,0.0,712.6703963201363,3587.808743364692,8031.196675706627,11763.259400799498,42736.103380206696,43915.14604727935,45517.50907337039,46896.350915433744,48573.69581366257,50848.57255072968,52559.81902607843
32,B.sqlite,solve,ED_BIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,B.sqlite,solve,ED_SOLPV,0.0,14938.409976922952,26862.980218184835,36236.25839318346,43797.10724159326,94922.06857279873,97413.76252717258,100539.37473460357,103153.0664067891,106733.9897393038,111758.81473330143,114543.6703094738
34,B.sqlite,solve,ED_WIND,0.0,0.0,0.0,0.0,0.0,8670.237840269512,16041.887851722442,22679.504534810356,29836.113334980033,36378.23845688032,42745.2664064183,49527.6673646218
35,B.sqlite,solve,EX_COAL,27001.813354934762,26503.28063231372,8502.071706801653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,B.sqlite,solve,EX_DSL_CC,0.0,0.07300984450285232,0.07300984450285232,0.5110548920755106,0.0,0.0,2.774346052219479,2.774346052219479,2.1902672961966596,0.5840787560228186,0.5840787560228186,0.5840787560228186
37,B.sqlite,solve,EX_DSL_SIMP,0.0,0.06935935005548749,0.06935935005548749,0.4855021337217351,0.0,0.0,2.080753868331269,0.5548748004438999,0.5548748004438999,0.5548748004438999,0.0,0.0
38,B.sqlite,solve,EX_HYDRO,2423.0605108273394,2285.778396828624,2322.098848524347,2376.7778280125353,2423.0605108273394,1968.7330304638745,1968.7330304638742,1968.7330304638742,1968.7330304638745,1968.7330304638745,1968.7330304638745,1968.7330304638745
39,B.sqlite,solve,EX_MSW_LF,4.906222348369418,4.599580998124106,4.70179478153921,4.292939647878793,4.292939647878792,3.98629829763348,3.9862982976334798,3.98629829763348,3.98629829763348,3.98629829763348,3.98629829763348,3.98629829763348
40,B.sqlite,solve,EX_NG_CC,60713.26045690392,54095.39482160966,65704.11802478546,72317.85786202093,74421.5994500928,32305.293728622033,26119.235515339802,26002.34985413518,25895.00319293819,25787.1376678519,25277.080481332745,25208.921942389334
41,B.sqlite,solve,EX_NUCLEAR,29696.66113486839,29638.048968154846,29592.4616903406,29566.41180143087,29566.41180143087,29377.550023502004,29481.749606918696,29481.749606918704,29481.749606918696,29481.749606918696,29481.7496069187,29481.7496069187
42,B.sqlite,solve,EX_OIL_TYPE1,503.0764448469056,416.03495949949456,1086.5362703136736,1621.5300707416689,1218.495992641464,0.0,5747.581070153625,5702.748287062202,5600.402032258103,5466.486573817637,4423.299522983087,4500.273689711331
43,B.sqlite,solve,EX_OIL_TYPE2,0.0,0.05293213615345682,0.37051478918530073,0.37051478918530073,0.0,0.0,2.0114008460535633,2.0114008460535633,2.0114008460535633,2.0114008460535633,1.5879437568259096,1.5879437568259096
44,B.sqlite,solve,EX_OIL_TYPE3,0.0,0.07164090839064606,0.5014726031789559,0.5014726031789559,0.0,0.0,2.7223270077334174,2.7223270077334174,2.7223270077334174,2.722327007733417,2.149199740608248,2.149199740608248
45,B.sqlite,solve,EX_SOLPV,907.3517365869927,668.5147419514785,744.0011697896454,903.6188282506728,907.3517365869924,403.2277000725822,403.2277000725822,403.2277000725822,403.2277000725822,134.40923254280514,0.0,0.0
46,B.sqlite,solve,EX_WIND,2.7159444132838675,2.5461965298147358,2.6027791576377797,2.6027791576377797,2.7159444132838675,2.2067007628764723,2.2067007628764723,2.2067007628764723,2.2067007628764723,0.7355669266995657,0.0,0.0
