,database,scenario,fuelOrTech,year,season,tod,value
2134,A.sqlite,solve,COAL_TAXED,2045,winter,hr23,0.0
2135,A.sqlite,solve,COAL_TAXED,2045,winter,hr24,0.0
2136,A.sqlite,solve,COAL_TAXED,2045,winter2,hr01,0.0
2137,A.sqlite,solve,COAL_TAXED,2045,winter2,hr02,0.0
2138,A.sqlite,solve,COAL_TAXED,2045,winter2,hr03,0.0
2139,A.sqlite,solve,COAL_TAXED,2045,winter2,hr04,0.0
2140,A.sqlite,solve,COAL_TAXED,2045,winter2,hr05,0.0
2141,A.sqlite,solve,COAL_TAXED,2045,winter2,hr06,0.0
2142,A.sqlite,solve,COAL_TAXED,2045,winter2,hr07,0.0
2143,A.sqlite,solve,COAL_TAXED,2045,winter2,hr08,0.0
2144,A.sqlite,solve,COAL_TAXED,2045,winter2,hr09,0.0
2145,A.sqlite,solve,COAL_TAXED,2045,winter2,hr10,0.0
2146,A.sqlite,solve,COAL_TAXED,2045,winter2,hr11,0.0
2147,A.sqlite,solve,COAL_TAXED,2045,winter2,hr12,0.0
2148,A.sqlite,solve,COAL_TAXED,2045,winter2,hr13,0.0
2149,A.sqlite,solve,COAL_TAXED,2045,winter2,hr14,0.0
2150,A.sqlite,solve,COAL_TAXED,2045,winter2,hr15,0.0
2151,A.sqlite,solve,COAL_TAXED,2045,winter2,hr16,0.0
2152,A.sqlite,solve,COAL_TAXED,2045,winter2,hr17,0.0
2153,A.sqlite,solve,COAL_TAXED,2045,winter2,hr18,0.0
2154,A.sqlite,solve,COAL_TAXED,2045,winter2,hr19,0.0
2155,A.sqlite,solve,COAL_TAXED,2045,winter2,hr20,0.0
2156,A.sqlite,solve,COAL_TAXED,2045,winter2,hr21,0.0
2157,A.sqlite,solve,COAL_TAXED,2045,winter2,hr22,0.0
2158,A.sqlite,solve,COAL_TAXED,2045,winter2,hr23,0.0
2159,A.sqlite,solve,COAL_TAXED,2045,winter2,hr24,0.0
2160,A.sqlite,solve,COAL_TAXED,2050,spring,hr01,0.0
2161,A.sqlite,solve,COAL_TAXED,2050,spring,hr02,0.0
2162,A.sqlite,solve,COAL_TAXED,2050,spring,hr03,0.0
2163,A.sqlite,solve,COAL_TAXED,2050,spring,hr04,0.0
2164,A.sqlite,solve,COAL_TAXED,2050,spring,hr05,0.0
2165,A.sqlite,solve,COAL_TAXED,2050,spring,hr06,0.0
2166,A.sqlite,solve,COAL_TAXED,2050,spring,hr07,0.0
2167,A.sqlite,solve,COAL_TAXED,2050,spring,hr08,0.0
2168,A.sqlite,solve,COAL_TAXED,2050,spring,hr09,0.0
2169,A.sqlite,solve,COAL_TAXED,2050,spring,hr10,0.0
2170,A.sqlite,solve,COAL_TAXED,2050,spring,hr11,0.0
2171,A.sqlite,solve,COAL_TAXED,2050,spring,hr12,0.0
2172,A.sqlite,solve,COAL_TAXED,2050,spring,hr13,0.0
2173,A.sqlite,solve,COAL_TAXED,2050,spring,hr14,0.0
2174,A.sqlite,solve,COAL_TAXED,2050,spring,hr15,0.0
2175,A.sqlite,solve,COAL_TAXED,2050,spring,hr16,0.0
2176,A.sqlite,solve,COAL_TAXED,2050,spring,hr17,0.0
2177,A.sqlite,solve,COAL_TAXED,2050,spring,hr18,0.0
2178,A.sqlite,solve,COAL_TAXED,2050,spring,hr19,0.0
2179,A.sqlite,solve,COAL_TAXED,2050,spring,hr20,0.0
2180,A.sqlite,solve,COAL_TAXED,2050,spring,hr21,0.0
2181,A.sqlite,solve,COAL_TAXED,2050,spring,hr22,0.0
2182,A.sqlite,solve,COAL_TAXED,2050,spring,hr23,0.0
2183,A.sqlite,solve,COAL_TAXED,2050,spring,hr24,0.0
2184,A.sqlite,solve,COAL_TAXED,2050,summer,hr01,0.0
2185,A.sqlite,solve,COAL_TAXED,2050,summer,hr02,0.0
2186,A.sqlite,solve,COAL_TAXED,2050,summer,hr03,0.0
2187,A.sqlite,solve,COAL_TAXED,2050,summer,hr04,0.0
2188,A.sqlite,solve,COAL_TAXED,2050,summer,hr05,0.0
2189,A.sqlite,solve,COAL_TAXED,2050,summer,hr06,0.0
2190,A.sqlite,solve,COAL_TAXED,2050,summer,hr07,0.0
2191,A.sqlite,solve,COAL_TAXED,2050,summer,hr08,0.0
2192,A.sqlite,solve,COAL_TAXED,2050,summer,hr09,0.0
2193,A.sqlite,solve,COAL_TAXED,2050,summer,hr10,0.0
2194,A.sqlite,solve,COAL_TAXED,2050,summer,hr11,0.0
2195,A.sqlite,solve,COAL_TAXED,2050,summer,hr12,0.0
2196,A.sqlite,solve,COAL_TAXED,2050,summer,hr13,0.0
2197,A.sqlite,solve,COAL_TAXED,2050,summer,hr14,0.0
2198,A.sqlite,solve,COAL_TAXED,2050,summer,hr15,0.0
2199,A.sqlite,solve,COAL_TAXED,2050,summer,hr16,0.0
2200,A.sqlite,solve,COAL_TAXED,2050,summer,hr17,0.0
2201,A.sqlite,solve,COAL_TAXED,2050,summer,hr18,0.0
2202,A.sqlite,solve,COAL_TAXED,2050,summer,hr19,0.0
2203,A.sqlite,solve,COAL_TAXED,2050,summer,hr20,0.0
2204,A.sqlite,solve,COAL_TAXED,2050,summer,hr21,0.0
2205,A.sqlite,solve,COAL_TAXED,2050,summer,hr22,0.0
2206,A.sqlite,solve,COAL_TAXED,2050,summer,hr23,0.0
2207,A.sqlite,solve,COAL_TAXED,2050,summer,hr24,0.0
2208,A.sqlite,solve,COAL_TAXED,2050,summer2,hr01,0.0
2209,A.sqlite,solve,COAL_TAXED,2050,summer2,hr02,0.0
2210,A.sqlite,solve,COAL_TAXED,2050,summer2,hr03,0.0
2211,A.sqlite,solve,COAL_TAXED,2050,summer2,hr04,0.0
2212,A.sqlite,solve,COAL_TAXED,2050,summer2,hr05,0.0
2213,A.sqlite,solve,COAL_TAXED,2050,summer2,hr06,0.0
2214,A.sqlite,solve,COAL_TAXED,2050,summer2,hr07,0.0
2215,A.sqlite,solve,COAL_TAXED,2050,summer2,hr08,0.0
2216,A.sqlite,solve,COAL_TAXED,2050,summer2,hr09,0.0
2217,A.sqlite,solve,COAL_TAXED,2050,summer2,hr10,0.0
2218,A.sqlite,solve,COAL_TAXED,2050,summer2,hr11,0.0
2219,A.sqlite,solve,COAL_TAXED,2050,summer2,hr12,0.0
2220,A.sqlite,solve,COAL_TAXED,2050,summer2,hr13,0.0
2221,A.sqlite,solve,COAL_TAXED,2050,summer2,hr14,0.0
2222,A.sqlite,solve,COAL_TAXED,2050,summer2,hr15,0.0
2223,A.sqlite,solve,COAL_TAXED,2050,summer2,hr16,0.0
2224,A.sqlite,solve,COAL_TAXED,2050,summer2,hr17,0.0
2225,A.sqlite,solve,COAL_TAXED,2050,summer2,hr18,0.0
2226,A.sqlite,solve,COAL_TAXED,2050,summer2,hr19,0.0
2227,A.sqlite,solve,COAL_TAXED,2050,summer2,hr20,0.0
2228,A.sqlite,solve,COAL_TAXED,2050,summer2,hr21,0.0
2229,A.sqlite,solve,COAL_TAXED,2050,summer2,hr22,0.0
2230,A.sqlite,solve,COAL_TAXED,2050,summer2,hr23,0.0
2231,A.sqlite,solve,COAL_TAXED,2050,summer2,hr24,0.0
2232,A.sqlite,solve,COAL_TAXED,2050,fall,hr01,0.0
2233,A.sqlite,solve,COAL_TAXED,2050,fall,hr02,0.0
2234,A.sqlite,solve,COAL_TAXED,2050,fall,hr03,0.0
2235,A.sqlite,solve,COAL_TAXED,2050,fall,hr04,0.0
2236,A.sqlite,solve,COAL_TAXED,2050,fall,hr05,0.0
2237,A.sqlite,solve,COAL_TAXED,2050,fall,hr06,0.0
2238,A.sqlite,solve,COAL_TAXED,2050,fall,hr07,0.0
2239,A.sqlite,solve,COAL_TAXED,2050,fall,hr08,0.0
2240,A.sqlite,solve,COAL_TAXED,2050,fall,hr09,0.0
2241,A.sqlite,solve,COAL_TAXED,2050,fall,hr10,0.0
2242,A.sqlite,solve,COAL_TAXED,2050,fall,hr11,0.0
2243,A.sqlite,solve,COAL_TAXED,2050,fall,hr12,0.0
2244,A.sqlite,solve,COAL_TAXED,2050,fall,hr13,0.0
2245,A.sqlite,solve,COAL_TAXED,2050,fall,hr14,0.0
2246,A.sqlite,solve,COAL_TAXED,2050,fall,hr15,0.0
2247,A.sqlite,solve,COAL_TAXED,2050,fall,hr16,0.0
2248,A.sqlite,solve,COAL_TAXED,2050,fall,hr17,0.0
2249,A.sqlite,solve,COAL_TAXED,2050,fall,hr18,0.0
2250,A.sqlite,solve,COAL_TAXED,2050,fall,hr19,0.0
2251,A.sqlite,solve,COAL_TAXED,2050,fall,hr20,0.0
2252,A.sqlite,solve,COAL_TAXED,2050,fall,hr21,0.0
2253,A.sqlite,solve,COAL_TAXED,2050,fall,hr22,0.0
2254,A.sqlite,solve,COAL_TAXED,2050,fall,hr23,0.0
2255,A.sqlite,solve,COAL_TAXED,2050,fall,hr24,0.0
2256,A.sqlite,solve,COAL_TAXED,2050,winter,hr01,0.0
2257,A.sqlite,solve,COAL_TAXED,2050,winter,hr02,0.0
2258,A.sqlite,solve,COAL_TAXED,2050,winter,hr03,0.0
2259,A.sqlite,solve,COAL_TAXED,2050,winter,hr04,0.0
2260,A.sqlite,solve,COAL_TAXED,2050,winter,hr05,0.0
2261,A.sqlite,solve,COAL_TAXED,2050,winter,hr06,0.0
2262,A.sqlite,solve,COAL_TAXED,2050,winter,hr07,0.0
2263,A.sqlite,solve,COAL_TAXED,2050,winter,hr08,0.0
2264,A.sqlite,solve,COAL_TAXED,2050,winter,hr09,0.0
2265,A.sqlite,solve,COAL_TAXED,2050,winter,hr10,0.0
2266,A.sqlite,solve,COAL_TAXED,2050,winter,hr11,0.0
2267,A.sqlite,solve,COAL_TAXED,2050,winter,hr12,0.0
2268,A.sqlite,solve,COAL_TAXED,2050,winter,hr13,0.0
2269,A.sqlite,solve,COAL_TAXED,2050,winter,hr14,0.0
2270,A.sqlite,solve,COAL_TAXED,2050,winter,hr15,0.0
2271,A.sqlite,solve,COAL_TAXED,2050,winter,hr16,0.0
2272,A.sqlite,solve,COAL_TAXED,2050,winter,hr17,0.0
2273,A.sqlite,solve,COAL_TAXED,2050,winter,hr18,0.0
2274,A.sqlite,solve,COAL_TAXED,2050,winter,hr19,0.0
2275,A.sqlite,solve,COAL_TAXED,2050,winter,hr20,0.0
2276,A.sqlite,solve,COAL_TAXED,2050,winter,hr21,0.0
2277,A.sqlite,solve,COAL_TAXED,2050,winter,hr22,0.0
2278,A.sqlite,solve,COAL_TAXED,2050,winter,hr23,0.0
2279,A.sqlite,solve,COAL_TAXED,2050,winter,hr24,0.0
2280,A.sqlite,solve,COAL_TAXED,2050,winter2,hr01,0.0
2281,A.sqlite,solve,COAL_TAXED,2050,winter2,hr02,0.0
2282,A.sqlite,solve,COAL_TAXED,2050,winter2,hr03,0.0
2283,A.sqlite,solve,COAL_TAXED,2050,winter2,hr04,0.0
2284,A.sqlite,solve,COAL_TAXED,2050,winter2,hr05,0.0
2285,A.sqlite,solve,COAL_TAXED,2050,winter2,hr06,0.0
2286,A.sqlite,solve,COAL_TAXED,2050,winter2,hr07,0.0
2287,A.sqlite,solve,COAL_TAXED,2050,winter2,hr08,0.0
2288,A.sqlite,solve,COAL_TAXED,2050,winter2,hr09,0.0
2289,A.sqlite,solve,COAL_TAXED,2050,winter2,hr10,0.0
2290,A.sqlite,solve,COAL_TAXED,2050,winter2,hr11,0.0
2291,A.sqlite,solve,COAL_TAXED,2050,winter2,hr12,0.0
2292,A.sqlite,solve,COAL_TAXED,2050,winter2,hr13,0.0
2293,A.sqlite,solve,COAL_TAXED,2050,winter2,hr14,0.0
2294,A.sqlite,solve,COAL_TAXED,2050,winter2,hr15,0.0
2295,A.sqlite,solve,COAL_TAXED,2050,winter2,hr16,0.0
2296,A.sqlite,solve,COAL_TAXED,2050,winter2,hr17,0.0
2297,A.sqlite,solve,COAL_TAXED,2050,winter2,hr18,0.0
2298,A.sqlite,solve,COAL_TAXED,2050,winter2,hr19,0.0
2299,A.sqlite,solve,COAL_TAXED,2050,winter2,hr20,0.0
2300,A.sqlite,solve,COAL_TAXED,2050,winter2,hr21,0.0
2301,A.sqlite,solve,COAL_TAXED,2050,winter2,hr22,0.0
2302,A.sqlite,solve,COAL_TAXED,2050,winter2,hr23,0.0
2303,A.sqlite,solve,COAL_TAXED,2050,winter2,hr24,0.0
2304,A.sqlite,solve,DSL_TAXED,2018,spring,hr01,0.0
2305,A.sqlite,solve,DSL_TAXED,2018,spring,hr02,0.0
2306,A.sqlite,solve,DSL_TAXED,2018,spring,hr03,0.0
2307,A.sqlite,solve,DSL_TAXED,2018,spring,hr04,0.0
2308,A.sqlite,solve,DSL_TAXED,2018,spring,hr05,0.0
2309,A.sqlite,solve,DSL_TAXED,2018,spring,hr06,0.0
2310,A.sqlite,solve,DSL_TAXED,2018,spring,hr07,0.0
2311,A.sqlite,solve,DSL_TAXED,2018,spring,hr08,0.0
2312,A.sqlite,solve,DSL_TAXED,2018,spring,hr09,0.0
2313,A.sqlite,solve,DSL_TAXED,2018,spring,hr10,0.0
2314,A.sqlite,solve,DSL_TAXED,2018,spring,hr11,0.0
2315,A.sqlite,solve,DSL_TAXED,2018,spring,hr12,0.0
2316,A.sqlite,solve,DSL_TAXED,2018,spring,hr13,0.0
2317,A.sqlite,solve,DSL_TAXED,2018,spring,hr14,0.0
2318,A.sqlite,solve,DSL_TAXED,2018,spring,hr15,0.0
2319,A.sqlite,solve,DSL_TAXED,2018,spring,hr16,0.0
2320,A.sqlite,solve,DSL_TAXED,2018,spring,hr17,0.0
2321,A.sqlite,solve,DSL_TAXED,2018,spring,hr18,0.0
2322,A.sqlite,solve,DSL_TAXED,2018,spring,hr19,0.0
2323,A.sqlite,solve,DSL_TAXED,2018,spring,hr20,0.0
2324,A.sqlite,solve,DSL_TAXED,2018,spring,hr21,0.0
2325,A.sqlite,solve,DSL_TAXED,2018,spring,hr22,0.0
2326,A.sqlite,solve,DSL_TAXED,2018,spring,hr23,0.0
2327,A.sqlite,solve,DSL_TAXED,2018,spring,hr24,0.0
2328,A.sqlite,solve,DSL_TAXED,2018,summer,hr01,0.0
2329,A.sqlite,solve,DSL_TAXED,2018,summer,hr02,0.0
2330,A.sqlite,solve,DSL_TAXED,2018,summer,hr03,0.0
2331,A.sqlite,solve,DSL_TAXED,2018,summer,hr04,0.0
2332,A.sqlite,solve,DSL_TAXED,2018,summer,hr05,0.0
2333,A.sqlite,solve,DSL_TAXED,2018,summer,hr06,0.0
2334,A.sqlite,solve,DSL_TAXED,2018,summer,hr07,0.0
2335,A.sqlite,solve,DSL_TAXED,2018,summer,hr08,0.0
2336,A.sqlite,solve,DSL_TAXED,2018,summer,hr09,0.0
2337,A.sqlite,solve,DSL_TAXED,2018,summer,hr10,0.0
2338,A.sqlite,solve,DSL_TAXED,2018,summer,hr11,0.0
2339,A.sqlite,solve,DSL_TAXED,2018,summer,hr12,0.0
2340,A.sqlite,solve,DSL_TAXED,2018,summer,hr13,0.0
2341,A.sqlite,solve,DSL_TAXED,2018,summer,hr14,0.0
2342,A.sqlite,solve,DSL_TAXED,2018,summer,hr15,0.0
2343,A.sqlite,solve,DSL_TAXED,2018,summer,hr16,0.0
2344,A.sqlite,solve,DSL_TAXED,2018,summer,hr17,0.0
2345,A.sqlite,solve,DSL_TAXED,2018,summer,hr18,0.0
2346,A.sqlite,solve,DSL_TAXED,2018,summer,hr19,0.0
2347,A.sqlite,solve,DSL_TAXED,2018,summer,hr20,0.0
2348,A.sqlite,solve,DSL_TAXED,2018,summer,hr21,0.0
2349,A.sqlite,solve,DSL_TAXED,2018,summer,hr22,0.0
2350,A.sqlite,solve,DSL_TAXED,2018,summer,hr23,0.0
2351,A.sqlite,solve,DSL_TAXED,2018,summer,hr24,0.0
2352,A.sqlite,solve,DSL_TAXED,2018,summer2,hr01,0.0
2353,A.sqlite,solve,DSL_TAXED,2018,summer2,hr02,0.0
2354,A.sqlite,solve,DSL_TAXED,2018,summer2,hr03,0.0
2355,A.sqlite,solve,DSL_TAXED,2018,summer2,hr04,0.0
2356,A.sqlite,solve,DSL_TAXED,2018,summer2,hr05,0.0
2357,A.sqlite,solve,DSL_TAXED,2018,summer2,hr06,0.0
2358,A.sqlite,solve,DSL_TAXED,2018,summer2,hr07,0.0
2359,A.sqlite,solve,DSL_TAXED,2018,summer2,hr08,0.0
2360,A.sqlite,solve,DSL_TAXED,2018,summer2,hr09,0.0
2361,A.sqlite,solve,DSL_TAXED,2018,summer2,hr10,0.0
2362,A.sqlite,solve,DSL_TAXED,2018,summer2,hr11,0.0
2363,A.sqlite,solve,DSL_TAXED,2018,summer2,hr12,0.0
2364,A.sqlite,solve,DSL_TAXED,2018,summer2,hr13,0.0
2365,A.sqlite,solve,DSL_TAXED,2018,summer2,hr14,0.0
2366,A.sqlite,solve,DSL_TAXED,2018,summer2,hr15,0.0
2367,A.sqlite,solve,DSL_TAXED,2018,summer2,hr16,0.0
2368,A.sqlite,solve,DSL_TAXED,2018,summer2,hr17,0.0
2369,A.sqlite,solve,DSL_TAXED,2018,summer2,hr18,0.0
2370,A.sqlite,solve,DSL_TAXED,2018,summer2,hr19,0.0
2371,A.sqlite,solve,DSL_TAXED,2018,summer2,hr20,0.0
2372,A.sqlite,solve,DSL_TAXED,2018,summer2,hr21,0.0
2373,A.sqlite,solve,DSL_TAXED,2018,summer2,hr22,0.0
2374,A.sqlite,solve,DSL_TAXED,2018,summer2,hr23,0.0
2375,A.sqlite,solve,DSL_TAXED,2018,summer2,hr24,0.0
2376,A.sqlite,solve,DSL_TAXED,2018,fall,hr01,0.0
2377,A.sqlite,solve,DSL_TAXED,2018,fall,hr02,0.0
2378,A.sqlite,solve,DSL_TAXED,2018,fall,hr03,0.0
2379,A.sqlite,solve,DSL_TAXED,2018,fall,hr04,0.0
2380,A.sqlite,solve,DSL_TAXED,2018,fall,hr05,0.0
2381,A.sqlite,solve,DSL_TAXED,2018,fall,hr06,0.0
2382,A.sqlite,solve,DSL_TAXED,2018,fall,hr07,0.0
2383,A.sqlite,solve,DSL_TAXED,2018,fall,hr08,0.0
2384,A.sqlite,solve,DSL_TAXED,2018,fall,hr09,0.0
2385,A.sqlite,solve,DSL_TAXED,2018,fall,hr10,0.0
2386,A.sqlite,solve,DSL_TAXED,2018,fall,hr11,0.0
2387,A.sqlite,solve,DSL_TAXED,2018,fall,hr12,0.0
2388,A.sqlite,solve,DSL_TAXED,2018,fall,hr13,0.0
2389,A.sqlite,solve,DSL_TAXED,2018,fall,hr14,0.0
2390,A.sqlite,solve,DSL_TAXED,2018,fall,hr15,0.0
2391,A.sqlite,solve,DSL_TAXED,2018,fall,hr16,0.0
2392,A.sqlite,solve,DSL_TAXED,2018,fall,hr17,0.0
2393,A.sqlite,solve,DSL_TAXED,2018,fall,hr18,0.0
2394,A.sqlite,solve,DSL_TAXED,2018,fall,hr19,0.0
2395,A.sqlite,solve,DSL_TAXED,2018,fall,hr20,0.0
2396,A.sqlite,solve,DSL_TAXED,2018,fall,hr21,0.0
2397,A.sqlite,solve,DSL_TAXED,2018,fall,hr22,0.0
2398,A.sqlite,solve,DSL_TAXED,2018,fall,hr23,0.0
2399,A.sqlite,solve,DSL_TAXED,2018,fall,hr24,0.0
2400,A.sqlite,solve,DSL_TAXED,2018,winter,hr01,0.0
2401,A.sqlite,solve,DSL_TAXED,2018,winter,hr02,0.0
2402,A.sqlite,solve,DSL_TAXED,2018,winter,hr03,0.0
2403,A.sqlite,solve,DSL_TAXED,2018,winter,hr04,0.0
2404,A.sqlite,solve,DSL_TAXED,2018,winter,hr05,0.0
2405,A.sqlite,solve,DSL_TAXED,2018,winter,hr06,0.0
2406,A.sqlite,solve,DSL_TAXED,2018,winter,hr07,0.0
2407,A.sqlite,solve,DSL_TAXED,2018,winter,hr08,0.0
2408,A.sqlite,solve,DSL_TAXED,2018,winter,hr09,0.0
2409,A.sqlite,solve,DSL_TAXED,2018,winter,hr10,0.0
2410,A.sqlite,solve,DSL_TAXED,2018,winter,hr11,0.0
2411,A.sqlite,solve,DSL_TAXED,2018,winter,hr12,0.0
2412,A.sqlite,solve,DSL_TAXED,2018,winter,hr13,0.0
2413,A.sqlite,solve,DSL_TAXED,2018,winter,hr14,0.0
2414,A.sqlite,solve,DSL_TAXED,2018,winter,hr15,0.0
2415,A.sqlite,solve,DSL_TAXED,2018,winter,hr16,0.0
2416,A.sqlite,solve,DSL_TAXED,2018,winter,hr17,0.0
2417,A.sqlite,solve,DSL_TAXED,2018,winter,hr18,0.0
2418,A.sqlite,solve,DSL_TAXED,2018,winter,hr19,0.0
2419,A.sqlite,solve,DSL_TAXED,2018,winter,hr20,0.0
2420,A.sqlite,solve,DSL_TAXED,2018,winter,hr21,0.0
2421,A.sqlite,solve,DSL_TAXED,2018,winter,hr22,0.0
2422,A.sqlite,solve,DSL_TAXED,2018,winter,hr23,0.0
2423,A.sqlite,solve,DSL_TAXED,2018,winter,hr24,0.0
2424,A.sqlite,solve,DSL_TAXED,2018,winter2,hr01,0.0
2425,A.sqlite,solve,DSL_TAXED,2018,winter2,hr02,0.0
2426,A.sqlite,solve,DSL_TAXED,2018,winter2,hr03,0.0
2427,A.sqlite,solve,DSL_TAXED,2018,winter2,hr04,0.0
2428,A.sqlite,solve,DSL_TAXED,2018,winter2,hr05,0.0
2429,A.sqlite,solve,DSL_TAXED,2018,winter2,hr06,0.0
2430,A.sqlite,solve,DSL_TAXED,2018,winter2,hr07,0.0
2431,A.sqlite,solve,DSL_TAXED,2018,winter2,hr08,0.0
2432,A.sqlite,solve,DSL_TAXED,2018,winter2,hr09,0.0
2433,A.sqlite,solve,DSL_TAXED,2018,winter2,hr10,0.0
2434,A.sqlite,solve,DSL_TAXED,2018,winter2,hr11,0.0
2435,A.sqlite,solve,DSL_TAXED,2018,winter2,hr12,0.0
2436,A.sqlite,solve,DSL_TAXED,2018,winter2,hr13,0.0
2437,A.sqlite,solve,DSL_TAXED,2018,winter2,hr14,0.0
2438,A.sqlite,solve,DSL_TAXED,2018,winter2,hr15,0.0
2439,A.sqlite,solve,DSL_TAXED,2018,winter2,hr16,0.0
2440,A.sqlite,solve,DSL_TAXED,2018,winter2,hr17,0.0
2441,A.sqlite,solve,DSL_TAXED,2018,winter2,hr18,0.0
2442,A.sqlite,solve,DSL_TAXED,2018,winter2,hr19,0.0
2443,A.sqlite,solve,DSL_TAXED,2018,winter2,hr20,0.0
2444,A.sqlite,solve,DSL_TAXED,2018,winter2,hr21,0.0
2445,A.sqlite,solve,DSL_TAXED,2018,winter2,hr22,0.0
2446,A.sqlite,solve,DSL_TAXED,2018,winter2,hr23,0.0
2447,A.sqlite,solve,DSL_TAXED,2018,winter2,hr24,0.0
2448,A.sqlite,solve,DSL_TAXED,2020,spring,hr01,0.0
2449,A.sqlite,solve,DSL_TAXED,2020,spring,hr02,0.0
2450,A.sqlite,solve,DSL_TAXED,2020,spring,hr03,0.0
2451,A.sqlite,solve,DSL_TAXED,2020,spring,hr04,0.0
2452,A.sqlite,solve,DSL_TAXED,2020,spring,hr05,0.0
2453,A.sqlite,solve,DSL_TAXED,2020,spring,hr06,0.0
2454,A.sqlite,solve,DSL_TAXED,2020,spring,hr07,0.0
2455,A.sqlite,solve,DSL_TAXED,2020,spring,hr08,0.0
2456,A.sqlite,solve,DSL_TAXED,2020,spring,hr09,0.0
2457,A.sqlite,solve,DSL_TAXED,2020,spring,hr10,0.0
2458,A.sqlite,solve,DSL_TAXED,2020,spring,hr11,0.0
2459,A.sqlite,solve,DSL_TAXED,2020,spring,hr12,0.0
2460,A.sqlite,solve,DSL_TAXED,2020,spring,hr13,0.0
2461,A.sqlite,solve,DSL_TAXED,2020,spring,hr14,0.0
2462,A.sqlite,solve,DSL_TAXED,2020,spring,hr15,0.0
2463,A.sqlite,solve,DSL_TAXED,2020,spring,hr16,0.0
2464,A.sqlite,solve,DSL_TAXED,2020,spring,hr17,0.0
2465,A.sqlite,solve,DSL_TAXED,2020,spring,hr18,0.0
2466,A.sqlite,solve,DSL_TAXED,2020,spring,hr19,0.0
2467,A.sqlite,solve,DSL_TAXED,2020,spring,hr20,0.0
2468,A.sqlite,solve,DSL_TAXED,2020,spring,hr21,0.0
2469,A.sqlite,solve,DSL_TAXED,2020,spring,hr22,0.0
2470,A.sqlite,solve,DSL_TAXED,2020,spring,hr23,0.0
2471,A.sqlite,solve,DSL_TAXED,2020,spring,hr24,0.0
2472,A.sqlite,solve,DSL_TAXED,2020,summer,hr01,0.0
2473,A.sqlite,solve,DSL_TAXED,2020,summer,hr02,0.0
2474,A.sqlite,solve,DSL_TAXED,2020,summer,hr03,0.0
2475,A.sqlite,solve,DSL_TAXED,2020,summer,hr04,0.0
2476,A.sqlite,solve,DSL_TAXED,2020,summer,hr05,0.0
2477,A.sqlite,solve,DSL_TAXED,2020,summer,hr06,0.0
2478,A.sqlite,solve,DSL_TAXED,2020,summer,hr07,0.0
2479,A.sqlite,solve,DSL_TAXED,2020,summer,hr08,0.0
2480,A.sqlite,solve,DSL_TAXED,2020,summer,hr09,0.0
2481,A.sqlite,solve,DSL_TAXED,2020,summer,hr10,0.0
2482,A.sqlite,solve,DSL_TAXED,2020,summer,hr11,0.0
2483,A.sqlite,solve,DSL_TAXED,2020,summer,hr12,0.0
2484,A.sqlite,solve,DSL_TAXED,2020,summer,hr13,0.0
2485,A.sqlite,solve,DSL_TAXED,2020,summer,hr14,0.0
2486,A.sqlite,solve,DSL_TAXED,2020,summer,hr15,0.0
2487,A.sqlite,solve,DSL_TAXED,2020,summer,hr16,0.0
2488,A.sqlite,solve,DSL_TAXED,2020,summer,hr17,0.0
2489,A.sqlite,solve,DSL_TAXED,2020,summer,hr18,0.0
2490,A.sqlite,solve,DSL_TAXED,2020,summer,hr19,0.05840787504672631
2491,A.sqlite,solve,DSL_TAXED,2020,summer,hr20,0.05840787504672631
2492,A.sqlite,solve,DSL_TAXED,2020,summer,hr21,0.0
2493,A.sqlite,solve,DSL_TAXED,2020,summer,hr22,0.0
2494,A.sqlite,solve,DSL_TAXED,2020,summer,hr23,0.0
2495,A.sqlite,solve,DSL_TAXED,2020,summer,hr24,0.0
2496,A.sqlite,solve,DSL_TAXED,2020,summer2,hr01,0.0
2497,A.sqlite,solve,DSL_TAXED,2020,summer2,hr02,0.0
2498,A.sqlite,solve,DSL_TAXED,2020,summer2,hr03,0.0
2499,A.sqlite,solve,DSL_TAXED,2020,summer2,hr04,0.0
2500,A.sqlite,solve,DSL_TAXED,2020,summer2,hr05,0.0
2501,A.sqlite,solve,DSL_TAXED,2020,summer2,hr06,0.0
2502,A.sqlite,solve,DSL_TAXED,2020,summer2,hr07,0.0
2503,A.sqlite,solve,DSL_TAXED,2020,summer2,hr08,0.0
2504,A.sqlite,solve,DSL_TAXED,2020,summer2,hr09,0.0
2505,A.sqlite,solve,DSL_TAXED,2020,summer2,hr10,0.0
2506,A.sqlite,solve,DSL_TAXED,2020,summer2,hr11,0.0
2507,A.sqlite,solve,DSL_TAXED,2020,summer2,hr12,0.0
2508,A.sqlite,solve,DSL_TAXED,2020,summer2,hr13,0.0
2509,A.sqlite,solve,DSL_TAXED,2020,summer2,hr14,0.0
2510,A.sqlite,solve,DSL_TAXED,2020,summer2,hr15,0.0
2511,A.sqlite,solve,DSL_TAXED,2020,summer2,hr16,0.0
2512,A.sqlite,solve,DSL_TAXED,2020,summer2,hr17,0.0
2513,A.sqlite,solve,DSL_TAXED,2020,summer2,hr18,0.0
2514,A.sqlite,solve,DSL_TAXED,2020,summer2,hr19,0.014601968622792685
2515,A.sqlite,solve,DSL_TAXED,2020,summer2,hr20,0.014601968622792685
2516,A.sqlite,solve,DSL_TAXED,2020,summer2,hr21,0.0
